incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
549,432,2023-06-23,Robbery,Peripheral,Medium,City_2,432;245;157;218;336,Robbery operation led by Peripheral
550,490,2020-02-06,Logistics,Enabler,Medium,City_3,490;324;73;194;429,Logistics operation led by Enabler
551,138,2020-02-08,Weapons Supply,Enabler,High,City_8,138;249;417;491,Weapons Supply operation led by Enabler
552,25,2023-10-20,Intimidation,Peripheral,Low,City_3,25;348;115;11,Intimidation operation led by Peripheral
553,74,2021-03-09,Drug Trafficking,Enabler,Medium,City_7,74;78,Drug Trafficking operation led by Enabler
554,140,2024-06-24,Territory Control,Coordinator,Severe,City_4,140;201;358;314;152,Territory Control operation led by Coordinator
555,326,2024-04-12,Drug Trafficking,Enabler,Medium,City_1,326;117;312,Drug Trafficking operation led by Enabler
556,129,2020-10-10,Extortion,Broker,High,City_9,129;269;464;390;168,Extortion operation led by Broker
557,281,2020-04-04,Extortion,Broker,High,City_7,281;314,Extortion operation led by Broker
558,468,2021-10-07,Robbery,Peripheral,Low,City_4,468;203;262;113;325,Robbery operation led by Peripheral
559,279,2023-06-30,Illegal Contracts,Broker,High,City_10,279;406,Illegal Contracts operation led by Broker
560,248,2022-05-26,Illegal Contracts,Broker,High,City_6,248;131,Illegal Contracts operation led by Broker
561,195,2021-04-09,Intimidation,Peripheral,Low,City_5,195;113;483;396,Intimidation operation led by Peripheral
562,494,2023-10-06,Intimidation,Peripheral,Low,City_4,494;242;43;44;282,Intimidation operation led by Peripheral
563,40,2020-08-09,Resource Distribution,Broker,Severe,City_10,40;173,Resource Distribution operation led by Broker
564,391,2020-05-30,Intimidation,Peripheral,Low,City_10,391;446,Intimidation operation led by Peripheral
565,440,2024-04-14,Weapons Supply,Enabler,Medium,City_2,440;273,Weapons Supply operation led by Enabler
566,61,2023-09-05,Resource Distribution,Broker,Medium,City_4,61;224,Resource Distribution operation led by Broker
567,230,2022-11-25,Robbery,Peripheral,Medium,City_10,230;172;134;116,Robbery operation led by Peripheral
568,37,2021-11-03,Arson,Peripheral,Low,City_7,37;372;185,Arson operation led by Peripheral
569,99,2024-09-14,Collection,Peripheral,High,City_7,99;286;150,Collection operation led by Peripheral
570,95,2024-11-14,Drug Trafficking,Enabler,High,City_7,95;144;340,Drug Trafficking operation led by Enabler
571,242,2020-10-11,Collection,Peripheral,High,City_10,242;102;278;211,Collection operation led by Peripheral
572,345,2021-06-11,Collection,Peripheral,High,City_2,345;230;105;342;349,Collection operation led by Peripheral
573,34,2023-11-02,Arson,Peripheral,Low,City_8,34;245;147,Arson operation led by Peripheral
574,319,2021-12-21,Collection,Peripheral,Low,City_6,319;292;144;347;399,Collection operation led by Peripheral
575,362,2022-11-23,Arson,Peripheral,Low,City_6,362;154,Arson operation led by Peripheral
576,109,2024-07-01,Logistics,Enabler,Medium,City_8,109;422;290,Logistics operation led by Enabler
577,397,2022-11-15,Collection,Peripheral,Low,City_10,397;481,Collection operation led by Peripheral
578,473,2022-11-01,Illegal Contracts,Broker,Medium,City_9,473;109,Illegal Contracts operation led by Broker
579,171,2023-09-24,Weapons Supply,Enabler,Medium,City_1,171;21;489;236;71,Weapons Supply operation led by Enabler
580,266,2023-04-21,Robbery,Peripheral,High,City_4,266;48;251;246,Robbery operation led by Peripheral
581,324,2021-07-20,Arson,Peripheral,Medium,City_2,324;88,Arson operation led by Peripheral
582,471,2022-05-01,Document Forgery,Enabler,Medium,City_5,471;495;196;135;322,Document Forgery operation led by Enabler
583,296,2024-08-09,Drug Trafficking,Enabler,Severe,City_6,296;35,Drug Trafficking operation led by Enabler
584,480,2020-10-25,Money Laundering,Coordinator,High,City_1,480;303,Money Laundering operation led by Coordinator
585,339,2024-12-11,Weapons Supply,Enabler,High,City_10,339;364;57;341,Weapons Supply operation led by Enabler
586,30,2020-07-27,Document Forgery,Enabler,Medium,City_3,30;448;447;432;353,Document Forgery operation led by Enabler
587,166,2022-01-31,Arson,Peripheral,High,City_4,166;187,Arson operation led by Peripheral
588,186,2022-07-19,Drug Trafficking,Enabler,Medium,City_10,186;343;208;364;422,Drug Trafficking operation led by Enabler
589,179,2020-12-16,Arson,Peripheral,Medium,City_4,179;36,Arson operation led by Peripheral
590,233,2021-05-23,Weapons Supply,Enabler,Medium,City_8,233;238;422;337;275,Weapons Supply operation led by Enabler
591,323,2023-10-20,Document Forgery,Enabler,Medium,City_1,323;373;112,Document Forgery operation led by Enabler
592,453,2021-12-04,Collection,Peripheral,Low,City_10,453;205;305;189;431,Collection operation led by Peripheral
593,298,2023-03-12,Resource Distribution,Broker,High,City_8,298;294;471,Resource Distribution operation led by Broker
594,14,2021-01-13,Logistics,Enabler,High,City_4,14;87;125,Logistics operation led by Enabler
595,286,2023-05-05,Collection,Peripheral,Low,City_3,286;306;211;332,Collection operation led by Peripheral
596,353,2021-01-24,Resource Distribution,Broker,Medium,City_5,353;157;191;473;142,Resource Distribution operation led by Broker
597,456,2022-05-16,Arson,Peripheral,High,City_6,456;415;383,Arson operation led by Peripheral
598,358,2022-05-31,Money Laundering,Coordinator,Medium,City_8,358;294;449;227;441,Money Laundering operation led by Coordinator
599,188,2021-06-20,Collection,Peripheral,High,City_10,188;84;285;107;130,Collection operation led by Peripheral
600,359,2022-08-30,Illegal Contracts,Broker,Severe,City_1,359;440;105,Illegal Contracts operation led by Broker
601,88,2021-02-03,Weapons Supply,Enabler,Severe,City_10,88;254;158;403;283,Weapons Supply operation led by Enabler
602,253,2023-06-25,Resource Distribution,Broker,High,City_9,253;398;429;339,Resource Distribution operation led by Broker
603,207,2024-04-29,Collection,Peripheral,Low,City_8,207;231;220,Collection operation led by Peripheral
604,43,2023-04-22,Intimidation,Peripheral,Medium,City_8,43;220;62;381,Intimidation operation led by Peripheral
605,140,2023-01-31,Territory Control,Coordinator,Severe,City_9,140;304;369;339,Territory Control operation led by Coordinator
606,240,2023-11-03,Money Laundering,Coordinator,High,City_2,240;375,Money Laundering operation led by Coordinator
607,184,2024-03-04,Robbery,Peripheral,Low,City_1,184;228;261,Robbery operation led by Peripheral
608,149,2021-01-07,Robbery,Peripheral,Low,City_5,149;96,Robbery operation led by Peripheral
609,36,2023-08-30,Robbery,Peripheral,Low,City_10,36;324,Robbery operation led by Peripheral
610,350,2021-02-23,Weapons Supply,Enabler,Severe,City_3,350;418;127;485;492,Weapons Supply operation led by Enabler
611,240,2020-07-23,Corruption,Coordinator,Severe,City_9,240;140,Corruption operation led by Coordinator
612,252,2024-09-09,Arson,Peripheral,Low,City_7,252;455;499,Arson operation led by Peripheral
613,359,2023-07-06,Resource Distribution,Broker,Medium,City_2,359;353;478,Resource Distribution operation led by Broker
614,192,2023-10-06,Collection,Peripheral,Medium,City_5,192;85,Collection operation led by Peripheral
615,288,2024-12-21,Collection,Peripheral,Low,City_9,288;350;467,Collection operation led by Peripheral
616,274,2021-12-02,Coordination,Broker,High,City_5,274;140;302;200;224,Coordination operation led by Broker
617,32,2020-11-27,Intimidation,Peripheral,High,City_9,32;350;455;389;179,Intimidation operation led by Peripheral
618,480,2022-11-18,Territory Control,Coordinator,Medium,City_7,480;126;90;178,Territory Control operation led by Coordinator
619,362,2022-05-11,Arson,Peripheral,Low,City_1,362;292,Arson operation led by Peripheral
620,261,2023-09-15,Arson,Peripheral,Medium,City_2,261;70;255;465,Arson operation led by Peripheral
621,95,2024-07-25,Document Forgery,Enabler,Low,City_1,95;142;12,Document Forgery operation led by Enabler
622,23,2022-05-17,Collection,Peripheral,Low,City_2,23;128;349;428,Collection operation led by Peripheral
623,429,2024-09-16,Logistics,Enabler,Medium,City_7,429;145,Logistics operation led by Enabler
624,90,2023-02-14,Illegal Contracts,Broker,Severe,City_10,90;190,Illegal Contracts operation led by Broker
625,127,2024-02-08,Arson,Peripheral,Low,City_4,127;342;226;3,Arson operation led by Peripheral
626,34,2022-08-16,Robbery,Peripheral,Low,City_10,34;412,Robbery operation led by Peripheral
627,321,2024-03-26,Extortion,Broker,High,City_5,321;359;356,Extortion operation led by Broker
628,380,2024-12-14,Collection,Peripheral,High,City_2,380;377,Collection operation led by Peripheral
629,185,2021-06-20,Collection,Peripheral,High,City_3,185;440;287;414;194,Collection operation led by Peripheral
630,84,2022-07-22,Arson,Peripheral,Severe,City_8,84;489;328;460,Arson operation led by Peripheral
631,430,2024-06-09,Resource Distribution,Broker,Low,City_7,430;142;78;200,Resource Distribution operation led by Broker
632,359,2020-07-14,Extortion,Broker,Severe,City_4,359;117;122;236;105,Extortion operation led by Broker
633,386,2021-03-30,Collection,Peripheral,Medium,City_2,386;114,Collection operation led by Peripheral
634,490,2020-06-23,Drug Trafficking,Enabler,Severe,City_4,490;401;126,Drug Trafficking operation led by Enabler
635,275,2022-01-27,Intimidation,Peripheral,Medium,City_3,275;457;176;85,Intimidation operation led by Peripheral
636,431,2021-10-26,Robbery,Peripheral,Medium,City_2,431;16;459;350;30,Robbery operation led by Peripheral
637,474,2021-05-22,Corruption,Coordinator,Severe,City_10,474;439,Corruption operation led by Coordinator
638,330,2020-10-30,Coordination,Broker,Severe,City_10,330;69;313;248,Coordination operation led by Broker
639,299,2022-06-02,Illegal Contracts,Broker,Medium,City_6,299;105;109;332;369,Illegal Contracts operation led by Broker
640,41,2020-11-13,Intimidation,Peripheral,Medium,City_4,41;9,Intimidation operation led by Peripheral
641,145,2021-09-11,Arson,Peripheral,Low,City_1,145;181,Arson operation led by Peripheral
642,420,2023-04-14,Robbery,Peripheral,Low,City_9,420;222;267;87;410,Robbery operation led by Peripheral
643,392,2021-10-18,Robbery,Peripheral,Severe,City_7,392;460;297;228;249,Robbery operation led by Peripheral
644,79,2022-05-14,Collection,Peripheral,High,City_10,79;334;130;393;208,Collection operation led by Peripheral
645,203,2022-06-11,Intimidation,Peripheral,High,City_8,203;271;48;420;417,Intimidation operation led by Peripheral
646,367,2020-08-03,Document Forgery,Enabler,Severe,City_3,367;419,Document Forgery operation led by Enabler
647,141,2021-04-28,Coordination,Broker,Low,City_7,141;49;304;80,Coordination operation led by Broker
648,391,2020-09-11,Collection,Peripheral,Low,City_8,391;95;44;436;84,Collection operation led by Peripheral
649,123,2021-12-17,Arson,Peripheral,Low,City_4,123;280;424;489;32,Arson operation led by Peripheral
650,34,2023-02-09,Arson,Peripheral,Medium,City_4,34;484;252;271;208,Arson operation led by Peripheral
651,425,2020-07-01,Arson,Peripheral,High,City_10,425;451,Arson operation led by Peripheral
652,125,2020-08-25,Coordination,Broker,Severe,City_7,125;333;471;298,Coordination operation led by Broker
653,105,2022-10-18,Drug Trafficking,Enabler,Severe,City_10,105;177;340,Drug Trafficking operation led by Enabler
654,104,2024-08-16,Document Forgery,Enabler,Medium,City_1,104;56;292;77,Document Forgery operation led by Enabler
655,487,2023-11-21,Intimidation,Peripheral,Low,City_10,487;213,Intimidation operation led by Peripheral
656,218,2024-06-25,Arson,Peripheral,Medium,City_8,218;57;339;275,Arson operation led by Peripheral
657,249,2022-11-04,Collection,Peripheral,Severe,City_9,249;172;286;400,Collection operation led by Peripheral
658,180,2021-04-23,Collection,Peripheral,High,City_10,180;213;65;269;86,Collection operation led by Peripheral
659,399,2024-06-05,Robbery,Peripheral,Low,City_6,399;392,Robbery operation led by Peripheral
660,398,2023-01-17,Resource Distribution,Broker,Severe,City_2,398;338,Resource Distribution operation led by Broker
661,237,2023-03-10,Robbery,Peripheral,High,City_8,237;247,Robbery operation led by Peripheral
662,2,2024-10-17,Collection,Peripheral,Medium,City_5,2;83;476;95,Collection operation led by Peripheral
663,87,2020-05-27,Arson,Peripheral,Low,City_5,87;75;184;220;226,Arson operation led by Peripheral
664,112,2024-12-21,Logistics,Enabler,Severe,City_1,112;1;186;142,Logistics operation led by Enabler
665,192,2023-02-25,Intimidation,Peripheral,Low,City_4,192;32,Intimidation operation led by Peripheral
666,448,2024-09-03,Logistics,Enabler,Low,City_7,448;333;475;471;459,Logistics operation led by Enabler
667,78,2021-06-04,Resource Distribution,Broker,Severe,City_4,78;228;313;182,Resource Distribution operation led by Broker
668,72,2024-03-05,Drug Trafficking,Enabler,Medium,City_5,72;292;258,Drug Trafficking operation led by Enabler
669,338,2024-02-15,Weapons Supply,Enabler,Low,City_9,338;183;355;349;312,Weapons Supply operation led by Enabler
670,471,2023-04-26,Weapons Supply,Enabler,Low,City_4,471;207,Weapons Supply operation led by Enabler
671,164,2023-07-10,Robbery,Peripheral,Medium,City_10,164;369;23,Robbery operation led by Peripheral
672,190,2024-07-18,Drug Trafficking,Enabler,Medium,City_3,190;3;494;236;381,Drug Trafficking operation led by Enabler
673,400,2021-08-10,Collection,Peripheral,Medium,City_5,400;401;130;262;99,Collection operation led by Peripheral
674,69,2020-07-22,Coordination,Broker,High,City_5,69;187,Coordination operation led by Broker
675,396,2021-07-23,Arson,Peripheral,Severe,City_5,396;342;270,Arson operation led by Peripheral
676,447,2020-09-24,Arson,Peripheral,High,City_6,447;469;371;405,Arson operation led by Peripheral
677,122,2022-11-14,Coordination,Broker,Severe,City_10,122;333;72,Coordination operation led by Broker
678,383,2022-04-25,Logistics,Enabler,Severe,City_7,383;499;416;132;80,Logistics operation led by Enabler
679,330,2020-02-04,Coordination,Broker,High,City_8,330;291,Coordination operation led by Broker
680,345,2020-09-25,Collection,Peripheral,Low,City_5,345;365;296,Collection operation led by Peripheral
681,143,2022-12-01,Arson,Peripheral,Low,City_10,143;123,Arson operation led by Peripheral
682,352,2020-10-14,Illegal Contracts,Broker,Medium,City_5,352;80;62;480,Illegal Contracts operation led by Broker
683,175,2020-04-12,Collection,Peripheral,Low,City_8,175;399,Collection operation led by Peripheral
684,81,2024-01-29,Arson,Peripheral,Low,City_3,81;380;385;247;260,Arson operation led by Peripheral
685,487,2021-05-29,Robbery,Peripheral,Low,City_10,487;250;33;230;282,Robbery operation led by Peripheral
686,170,2023-10-07,Collection,Peripheral,High,City_5,170;62;225;382,Collection operation led by Peripheral
687,208,2024-06-10,Arson,Peripheral,Low,City_5,208;465,Arson operation led by Peripheral
688,105,2023-10-06,Weapons Supply,Enabler,Low,City_1,105;392;382;360;495,Weapons Supply operation led by Enabler
689,62,2021-07-14,Drug Trafficking,Enabler,High,City_9,62;130,Drug Trafficking operation led by Enabler
690,163,2021-01-29,Collection,Peripheral,High,City_6,163;237,Collection operation led by Peripheral
691,140,2023-01-12,Territory Control,Coordinator,Severe,City_7,140;258,Territory Control operation led by Coordinator
692,18,2020-10-02,Territory Control,Coordinator,Medium,City_5,18;284;177;471,Territory Control operation led by Coordinator
693,375,2021-04-15,Drug Trafficking,Enabler,High,City_9,375;317;19,Drug Trafficking operation led by Enabler
694,147,2020-01-04,Arson,Peripheral,Low,City_2,147;85;289;86,Arson operation led by Peripheral
695,358,2023-06-17,Corruption,Coordinator,Low,City_8,358;348;394;68,Corruption operation led by Coordinator
696,250,2022-11-19,Collection,Peripheral,Low,City_6,250;217;384,Collection operation led by Peripheral
697,36,2022-06-19,Collection,Peripheral,High,City_3,36;182,Collection operation led by Peripheral
698,234,2024-02-21,Extortion,Broker,Severe,City_4,234;159;294;330,Extortion operation led by Broker
699,383,2022-10-07,Weapons Supply,Enabler,Severe,City_6,383;308,Weapons Supply operation led by Enabler
700,43,2023-03-23,Intimidation,Peripheral,High,City_1,43;411;336,Intimidation operation led by Peripheral
701,207,2024-11-26,Arson,Peripheral,High,City_10,207;87;333;135,Arson operation led by Peripheral
702,115,2020-10-20,Robbery,Peripheral,Medium,City_5,115;84;28;95;131,Robbery operation led by Peripheral
703,401,2023-05-11,Arson,Peripheral,Low,City_2,401;452;103,Arson operation led by Peripheral
704,73,2021-04-03,Intimidation,Peripheral,Low,City_1,73;427;271,Intimidation operation led by Peripheral
705,1,2022-07-28,Weapons Supply,Enabler,Low,City_6,1;214;365;437,Weapons Supply operation led by Enabler
706,297,2022-09-30,Collection,Peripheral,High,City_7,297;241;262;418;100,Collection operation led by Peripheral
707,304,2023-08-06,Coordination,Broker,Medium,City_3,304;333;161;313;473,Coordination operation led by Broker
708,270,2021-07-08,Robbery,Peripheral,Severe,City_3,270;157;60;19;395,Robbery operation led by Peripheral
709,237,2021-01-07,Arson,Peripheral,Low,City_2,237;415;409;204,Arson operation led by Peripheral
710,236,2021-12-02,Weapons Supply,Enabler,High,City_7,236;275;357,Weapons Supply operation led by Enabler
711,50,2021-03-19,Document Forgery,Enabler,Low,City_6,50;262,Document Forgery operation led by Enabler
712,195,2021-03-28,Collection,Peripheral,Medium,City_9,195;336;297;385,Collection operation led by Peripheral
713,206,2023-10-24,Coordination,Broker,High,City_3,206;361;304,Coordination operation led by Broker
714,344,2022-09-24,Arson,Peripheral,Low,City_2,344;268;373;275,Arson operation led by Peripheral
715,177,2021-09-18,Coordination,Broker,Severe,City_3,177;474;201;216,Coordination operation led by Broker
716,396,2020-04-25,Collection,Peripheral,Medium,City_8,396;134;7;83;291,Collection operation led by Peripheral
717,140,2022-11-29,Corruption,Coordinator,Severe,City_7,140;152;291,Corruption operation led by Coordinator
718,51,2023-11-06,Robbery,Peripheral,Low,City_3,51;242;213,Robbery operation led by Peripheral
719,224,2023-03-30,Weapons Supply,Enabler,Medium,City_5,224;124,Weapons Supply operation led by Enabler
720,404,2024-12-05,Intimidation,Peripheral,Low,City_5,404;107;472,Intimidation operation led by Peripheral
721,221,2024-04-19,Drug Trafficking,Enabler,Severe,City_5,221;446;4,Drug Trafficking operation led by Enabler
722,475,2021-12-14,Coordination,Broker,High,City_5,475;200,Coordination operation led by Broker
723,78,2023-11-26,Resource Distribution,Broker,Low,City_2,78;445,Resource Distribution operation led by Broker
724,313,2021-03-19,Logistics,Enabler,High,City_1,313;193;195,Logistics operation led by Enabler
725,369,2022-03-20,Drug Trafficking,Enabler,Severe,City_6,369;437,Drug Trafficking operation led by Enabler
726,81,2020-02-08,Intimidation,Peripheral,High,City_9,81;427;70,Intimidation operation led by Peripheral
727,129,2023-09-15,Illegal Contracts,Broker,Severe,City_10,129;390;168;313;201,Illegal Contracts operation led by Broker
728,286,2023-02-20,Robbery,Peripheral,Low,City_6,286;282;21;371;210,Robbery operation led by Peripheral
729,110,2023-06-02,Arson,Peripheral,Low,City_2,110;23;131;448,Arson operation led by Peripheral
730,116,2022-04-09,Intimidation,Peripheral,Severe,City_5,116;497;449;127,Intimidation operation led by Peripheral
731,304,2024-09-21,Coordination,Broker,High,City_9,304;228;445,Coordination operation led by Broker
732,398,2020-09-20,Illegal Contracts,Broker,Low,City_10,398;285,Illegal Contracts operation led by Broker
733,242,2022-12-26,Collection,Peripheral,Medium,City_10,242;498,Collection operation led by Peripheral
734,142,2024-05-12,Weapons Supply,Enabler,Low,City_3,142;119,Weapons Supply operation led by Enabler
735,251,2022-01-31,Arson,Peripheral,Low,City_1,251;286;323;193;272,Arson operation led by Peripheral
736,316,2021-08-04,Arson,Peripheral,Low,City_7,316;339,Arson operation led by Peripheral
737,98,2022-09-25,Resource Distribution,Broker,High,City_9,98;300;478,Resource Distribution operation led by Broker
738,221,2020-07-12,Drug Trafficking,Enabler,High,City_6,221;267;404;260,Drug Trafficking operation led by Enabler
739,363,2023-10-25,Extortion,Broker,Severe,City_4,363;395,Extortion operation led by Broker
740,56,2024-10-09,Arson,Peripheral,High,City_9,56;209;483,Arson operation led by Peripheral
741,294,2023-12-28,Coordination,Broker,Low,City_8,294;383;210,Coordination operation led by Broker
742,340,2021-04-18,Collection,Peripheral,Medium,City_3,340;230;37;193,Collection operation led by Peripheral
743,74,2021-07-20,Logistics,Enabler,High,City_4,74;479;381;56,Logistics operation led by Enabler
744,208,2024-10-15,Collection,Peripheral,Medium,City_5,208;323;489;176,Collection operation led by Peripheral
745,473,2022-02-25,Extortion,Broker,High,City_1,473;330,Extortion operation led by Broker
746,43,2024-08-13,Intimidation,Peripheral,Medium,City_10,43;17,Intimidation operation led by Peripheral
747,314,2021-06-17,Resource Distribution,Broker,Severe,City_4,314;330,Resource Distribution operation led by Broker
748,383,2022-08-17,Document Forgery,Enabler,Low,City_10,383;1,Document Forgery operation led by Enabler
749,385,2021-11-10,Collection,Peripheral,Low,City_5,385;176,Collection operation led by Peripheral
750,278,2023-01-09,Collection,Peripheral,High,City_9,278;4;127;485,Collection operation led by Peripheral
751,52,2022-09-18,Robbery,Peripheral,Low,City_7,52;32;334;457,Robbery operation led by Peripheral
752,171,2021-05-29,Document Forgery,Enabler,Severe,City_9,171;498;194;287,Document Forgery operation led by Enabler
753,448,2021-07-15,Drug Trafficking,Enabler,High,City_1,448;77;43,Drug Trafficking operation led by Enabler
754,404,2022-11-27,Collection,Peripheral,Low,City_6,404;167;168,Collection operation led by Peripheral
755,299,2024-09-21,Coordination,Broker,Severe,City_8,299;159;82;321;313,Coordination operation led by Broker
756,112,2021-12-21,Drug Trafficking,Enabler,Medium,City_9,112;384,Drug Trafficking operation led by Enabler
757,31,2021-03-13,Resource Distribution,Broker,High,City_4,31;370,Resource Distribution operation led by Broker
758,403,2020-10-20,Robbery,Peripheral,Low,City_8,403;380,Robbery operation led by Peripheral
759,358,2024-12-03,Money Laundering,Coordinator,Medium,City_9,358;173;438;309;265,Money Laundering operation led by Coordinator
760,90,2022-07-13,Resource Distribution,Broker,High,City_1,90;104;394;361,Resource Distribution operation led by Broker
761,239,2021-01-19,Coordination,Broker,Severe,City_9,239;206;201;430,Coordination operation led by Broker
762,120,2022-04-12,Arson,Peripheral,Low,City_1,120;389;80;154,Arson operation led by Peripheral
763,347,2024-09-13,Robbery,Peripheral,Severe,City_7,347;456;26,Robbery operation led by Peripheral
764,110,2021-01-30,Intimidation,Peripheral,Low,City_10,110;392,Intimidation operation led by Peripheral
765,21,2024-03-03,Weapons Supply,Enabler,Medium,City_1,21;332;237;201;394,Weapons Supply operation led by Enabler
766,358,2022-07-02,Strategic Planning,Coordinator,Severe,City_8,358;132;332;178,Strategic Planning operation led by Coordinator
767,34,2024-04-10,Arson,Peripheral,High,City_4,34;217;102,Arson operation led by Peripheral
768,358,2023-11-14,Territory Control,Coordinator,Severe,City_7,358;352;224;82;174,Territory Control operation led by Coordinator
769,2,2021-08-09,Arson,Peripheral,Low,City_3,2;368;383;252;5,Arson operation led by Peripheral
770,279,2023-12-13,Illegal Contracts,Broker,High,City_7,279;332;108;429;430,Illegal Contracts operation led by Broker
771,279,2023-04-30,Resource Distribution,Broker,Severe,City_6,279;16;424,Resource Distribution operation led by Broker
772,489,2020-08-28,Logistics,Enabler,Medium,City_5,489;444;126;400,Logistics operation led by Enabler
773,488,2021-05-04,Robbery,Peripheral,Severe,City_1,488;203;400;341,Robbery operation led by Peripheral
774,339,2024-08-09,Document Forgery,Enabler,Medium,City_8,339;8;483;256;368,Document Forgery operation led by Enabler
775,157,2021-02-17,Logistics,Enabler,Medium,City_6,157;329;119;30,Logistics operation led by Enabler
776,425,2023-01-12,Robbery,Peripheral,Severe,City_4,425;334;106;246;396,Robbery operation led by Peripheral
777,277,2023-11-02,Collection,Peripheral,High,City_7,277;287;289;179;431,Collection operation led by Peripheral
778,338,2024-04-14,Drug Trafficking,Enabler,High,City_5,338;12;28,Drug Trafficking operation led by Enabler
779,210,2024-09-20,Logistics,Enabler,Low,City_2,210;241;2,Logistics operation led by Enabler
780,200,2022-09-17,Weapons Supply,Enabler,Low,City_8,200;349,Weapons Supply operation led by Enabler
781,462,2024-05-26,Intimidation,Peripheral,Low,City_3,462;5;329;293;163,Intimidation operation led by Peripheral
782,493,2024-06-05,Illegal Contracts,Broker,Medium,City_7,493;142;395,Illegal Contracts operation led by Broker
783,239,2020-06-23,Resource Distribution,Broker,Low,City_1,239;80;68,Resource Distribution operation led by Broker
784,433,2020-12-13,Drug Trafficking,Enabler,Low,City_7,433;125,Drug Trafficking operation led by Enabler
785,158,2022-11-08,Collection,Peripheral,Severe,City_8,158;350;22;227,Collection operation led by Peripheral
786,221,2023-05-19,Logistics,Enabler,High,City_2,221;163,Logistics operation led by Enabler
787,453,2024-08-22,Robbery,Peripheral,High,City_9,453;7;390;153,Robbery operation led by Peripheral
788,474,2020-08-29,Corruption,Coordinator,Severe,City_3,474;187;350;248,Corruption operation led by Coordinator
789,40,2022-12-01,Resource Distribution,Broker,High,City_4,40;359;82,Resource Distribution operation led by Broker
790,241,2023-08-04,Document Forgery,Enabler,Low,City_8,241;258;279,Document Forgery operation led by Enabler
791,4,2020-11-26,Intimidation,Peripheral,Low,City_4,4;289,Intimidation operation led by Peripheral
792,480,2024-10-01,Corruption,Coordinator,Medium,City_8,480;406;264;16;186,Corruption operation led by Coordinator
793,453,2022-01-14,Arson,Peripheral,High,City_5,453;7,Arson operation led by Peripheral
794,268,2023-09-26,Robbery,Peripheral,Low,City_9,268;413;74;408;190,Robbery operation led by Peripheral
795,175,2023-04-28,Collection,Peripheral,Medium,City_1,175;367;258;123;144,Collection operation led by Peripheral
796,249,2021-05-09,Collection,Peripheral,Medium,City_9,249;414;100;60,Collection operation led by Peripheral
797,187,2023-07-09,Drug Trafficking,Enabler,Medium,City_1,187;451;382,Drug Trafficking operation led by Enabler
798,240,2021-06-23,Corruption,Coordinator,Severe,City_8,240;50;69;117;338,Corruption operation led by Coordinator
799,417,2021-07-16,Robbery,Peripheral,Low,City_10,417;396;154;213,Robbery operation led by Peripheral
800,366,2021-12-11,Robbery,Peripheral,Low,City_8,366;371;119;342;284,Robbery operation led by Peripheral
801,363,2021-01-17,Coordination,Broker,Medium,City_1,363;141;339,Coordination operation led by Broker
802,38,2021-07-30,Weapons Supply,Enabler,Medium,City_4,38;206;41;320,Weapons Supply operation led by Enabler
803,206,2022-07-03,Extortion,Broker,High,City_3,206;394;187;492,Extortion operation led by Broker
804,165,2021-08-03,Collection,Peripheral,Medium,City_4,165;64;381;190;343,Collection operation led by Peripheral
805,74,2022-04-23,Weapons Supply,Enabler,Low,City_2,74;385;247,Weapons Supply operation led by Enabler
806,114,2020-02-18,Collection,Peripheral,Low,City_9,114;168;57,Collection operation led by Peripheral
807,262,2024-03-20,Robbery,Peripheral,Medium,City_6,262;62,Robbery operation led by Peripheral
808,25,2024-08-27,Robbery,Peripheral,Medium,City_10,25;453;198;9;64,Robbery operation led by Peripheral
809,189,2024-12-20,Collection,Peripheral,Low,City_5,189;459;450;62;124,Collection operation led by Peripheral
810,192,2024-12-06,Intimidation,Peripheral,Low,City_8,192;101,Intimidation operation led by Peripheral
811,482,2021-12-02,Robbery,Peripheral,Low,City_10,482;368;196,Robbery operation led by Peripheral
812,354,2022-02-19,Document Forgery,Enabler,High,City_9,354;85,Document Forgery operation led by Enabler
813,18,2024-11-27,Money Laundering,Coordinator,Severe,City_7,18;209;350;152,Money Laundering operation led by Coordinator
814,210,2024-04-04,Weapons Supply,Enabler,High,City_6,210;343;195,Weapons Supply operation led by Enabler
815,240,2023-04-27,Strategic Planning,Coordinator,High,City_4,240;348;406,Strategic Planning operation led by Coordinator
816,244,2021-08-31,Weapons Supply,Enabler,High,City_3,244;349;34;61,Weapons Supply operation led by Enabler
817,385,2024-06-14,Arson,Peripheral,High,City_6,385;59,Arson operation led by Peripheral
818,167,2021-03-30,Robbery,Peripheral,Medium,City_1,167;71;138,Robbery operation led by Peripheral
819,98,2023-09-17,Resource Distribution,Broker,High,City_2,98;333;363;109;105,Resource Distribution operation led by Broker
820,41,2023-06-23,Collection,Peripheral,Low,City_6,41;468;167;37;201,Collection operation led by Peripheral
821,398,2021-02-02,Coordination,Broker,Severe,City_6,398;274;302;309,Coordination operation led by Broker
822,57,2020-05-09,Drug Trafficking,Enabler,Medium,City_3,57;353;446;241;90,Drug Trafficking operation led by Enabler
823,303,2020-02-24,Extortion,Broker,Low,City_9,303;264;210,Extortion operation led by Broker
824,52,2021-10-03,Intimidation,Peripheral,Medium,City_2,52;53;252;222,Intimidation operation led by Peripheral
