incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
544,49,2023-04-17,Robbery,Peripheral,Low,City_4,49;219,Robbery operation led by Peripheral
545,64,2020-03-23,Resource Distribution,Broker,Medium,City_10,64;281;49,Resource Distribution operation led by Broker
546,346,2020-02-26,Extortion,Broker,Medium,City_1,346;166;336;289;256,Extortion operation led by Broker
547,305,2022-09-10,Resource Distribution,Broker,Severe,City_7,305;23,Resource Distribution operation led by Broker
548,286,2020-02-08,Document Forgery,Enabler,Medium,City_9,286;214;320,Document Forgery operation led by Enabler
549,99,2020-12-19,Arson,Peripheral,Medium,City_5,99;266;150;63,Arson operation led by Peripheral
550,65,2023-02-20,Coordination,Broker,Medium,City_4,65;89,Coordination operation led by Broker
551,279,2024-12-29,Arson,Peripheral,Low,City_7,279;361;264;363,Arson operation led by Peripheral
552,169,2024-10-17,Resource Distribution,Broker,Medium,City_6,169;256;137;273,Resource Distribution operation led by Broker
553,72,2023-05-19,Illegal Contracts,Broker,Severe,City_2,72;225;329;351;149,Illegal Contracts operation led by Broker
554,187,2022-08-30,Collection,Peripheral,Medium,City_10,187;205;289,Collection operation led by Peripheral
555,104,2024-03-10,Drug Trafficking,Enabler,Medium,City_8,104;146;317;128,Drug Trafficking operation led by Enabler
556,324,2020-04-02,Extortion,Broker,High,City_5,324;387;86,Extortion operation led by Broker
557,221,2021-07-25,Coordination,Broker,Severe,City_10,221;177;398;250;324,Coordination operation led by Broker
558,350,2024-03-04,Collection,Peripheral,Low,City_8,350;321;216;326,Collection operation led by Peripheral
559,11,2021-08-20,Collection,Peripheral,Medium,City_3,11;43;340;222,Collection operation led by Peripheral
560,46,2023-06-09,Drug Trafficking,Enabler,Low,City_6,46;151;126;131;93,Drug Trafficking operation led by Enabler
561,201,2024-07-25,Robbery,Peripheral,Low,City_3,201;137;88;120;382,Robbery operation led by Peripheral
562,252,2020-10-22,Illegal Contracts,Broker,High,City_7,252;348;55;187,Illegal Contracts operation led by Broker
563,15,2023-04-13,Illegal Contracts,Broker,Severe,City_10,15;54;268,Illegal Contracts operation led by Broker
564,135,2023-12-29,Document Forgery,Enabler,Low,City_3,135;391;334;183,Document Forgery operation led by Enabler
565,253,2022-11-12,Money Laundering,Coordinator,High,City_5,253;184;61;151,Money Laundering operation led by Coordinator
566,256,2021-08-13,Weapons Supply,Enabler,Low,City_2,256;296;97;350,Weapons Supply operation led by Enabler
567,148,2023-07-22,Coordination,Broker,Low,City_10,148;67;377,Coordination operation led by Broker
568,80,2023-12-19,Logistics,Enabler,Medium,City_2,80;36,Logistics operation led by Enabler
569,351,2020-09-23,Illegal Contracts,Broker,Severe,City_5,351;338;43;0;48,Illegal Contracts operation led by Broker
570,267,2023-12-03,Corruption,Coordinator,Medium,City_8,267;69;295;148;338,Corruption operation led by Coordinator
571,273,2020-12-17,Drug Trafficking,Enabler,Severe,City_5,273;325;47,Drug Trafficking operation led by Enabler
572,265,2023-01-27,Drug Trafficking,Enabler,Severe,City_7,265;93;258;292,Drug Trafficking operation led by Enabler
573,191,2022-04-24,Logistics,Enabler,Medium,City_1,191;380;331;148,Logistics operation led by Enabler
574,258,2023-02-01,Drug Trafficking,Enabler,Severe,City_2,258;327,Drug Trafficking operation led by Enabler
575,135,2021-10-24,Document Forgery,Enabler,High,City_1,135;108,Document Forgery operation led by Enabler
576,193,2021-06-24,Document Forgery,Enabler,Medium,City_2,193;113;388,Document Forgery operation led by Enabler
577,286,2024-06-19,Logistics,Enabler,High,City_1,286;150;193,Logistics operation led by Enabler
578,340,2022-10-01,Robbery,Peripheral,Medium,City_7,340;291;398;250;381,Robbery operation led by Peripheral
579,18,2022-04-11,Arson,Peripheral,Low,City_3,18;165,Arson operation led by Peripheral
580,73,2023-11-01,Strategic Planning,Coordinator,Severe,City_9,73;14,Strategic Planning operation led by Coordinator
581,139,2024-11-10,Extortion,Broker,Medium,City_8,139;57;54;387,Extortion operation led by Broker
582,313,2024-12-10,Coordination,Broker,High,City_1,313;60;349;224,Coordination operation led by Broker
583,29,2021-01-11,Robbery,Peripheral,Low,City_7,29;226;273;347;192,Robbery operation led by Peripheral
584,72,2022-08-26,Illegal Contracts,Broker,Severe,City_8,72;139;382;121,Illegal Contracts operation led by Broker
585,351,2024-11-22,Extortion,Broker,Medium,City_4,351;69;140,Extortion operation led by Broker
586,224,2024-11-22,Money Laundering,Coordinator,Severe,City_7,224;368;166;378;66,Money Laundering operation led by Coordinator
587,149,2020-04-08,Collection,Peripheral,High,City_10,149;350;51;220;234,Collection operation led by Peripheral
588,217,2021-03-27,Document Forgery,Enabler,Low,City_8,217;340;308;282;77,Document Forgery operation led by Enabler
589,71,2021-12-22,Arson,Peripheral,Low,City_10,71;277,Arson operation led by Peripheral
590,273,2023-03-06,Document Forgery,Enabler,Medium,City_5,273;166;183;383,Document Forgery operation led by Enabler
591,353,2023-07-06,Logistics,Enabler,Severe,City_2,353;312;7;42;132,Logistics operation led by Enabler
592,57,2021-06-19,Robbery,Peripheral,Low,City_6,57;260;5;320,Robbery operation led by Peripheral
593,76,2022-12-19,Robbery,Peripheral,Low,City_6,76;272;231;19,Robbery operation led by Peripheral
594,30,2023-02-23,Resource Distribution,Broker,Severe,City_7,30;184;150,Resource Distribution operation led by Broker
595,278,2022-04-08,Collection,Peripheral,Medium,City_8,278;321,Collection operation led by Peripheral
596,9,2020-02-10,Coordination,Broker,High,City_2,9;60;124,Coordination operation led by Broker
597,162,2020-04-29,Document Forgery,Enabler,Medium,City_3,162;59,Document Forgery operation led by Enabler
598,114,2021-11-12,Robbery,Peripheral,High,City_4,114;71;376,Robbery operation led by Peripheral
599,105,2024-10-18,Intimidation,Peripheral,Medium,City_5,105;42;354,Intimidation operation led by Peripheral
600,364,2022-12-10,Drug Trafficking,Enabler,Low,City_2,364;265;182;299,Drug Trafficking operation led by Enabler
601,210,2021-04-27,Logistics,Enabler,High,City_5,210;150;254,Logistics operation led by Enabler
602,125,2020-03-19,Arson,Peripheral,Low,City_9,125;191;144,Arson operation led by Peripheral
603,220,2020-02-18,Drug Trafficking,Enabler,Low,City_7,220;48;115;112;99,Drug Trafficking operation led by Enabler
604,65,2022-12-26,Coordination,Broker,Low,City_10,65;307,Coordination operation led by Broker
605,21,2021-02-08,Collection,Peripheral,Low,City_3,21;340;57,Collection operation led by Peripheral
606,192,2024-02-10,Arson,Peripheral,Low,City_3,192;107;125,Arson operation led by Peripheral
607,39,2021-10-10,Intimidation,Peripheral,Low,City_8,39;192;386,Intimidation operation led by Peripheral
608,362,2024-08-10,Money Laundering,Coordinator,Medium,City_8,362;188,Money Laundering operation led by Coordinator
609,196,2024-06-05,Intimidation,Peripheral,Low,City_7,196;24;17,Intimidation operation led by Peripheral
610,356,2024-02-09,Collection,Peripheral,Low,City_9,356;315;170;128;365,Collection operation led by Peripheral
611,182,2020-11-16,Weapons Supply,Enabler,Severe,City_8,182;28,Weapons Supply operation led by Enabler
612,377,2021-09-28,Document Forgery,Enabler,Low,City_6,377;346,Document Forgery operation led by Enabler
613,97,2020-12-21,Coordination,Broker,Severe,City_4,97;187;96;77;373,Coordination operation led by Broker
614,225,2022-01-01,Robbery,Peripheral,Severe,City_9,225;243;137;232,Robbery operation led by Peripheral
615,354,2022-06-06,Intimidation,Peripheral,High,City_3,354;42;319,Intimidation operation led by Peripheral
616,337,2024-06-08,Intimidation,Peripheral,Low,City_7,337;22;120,Intimidation operation led by Peripheral
617,378,2021-07-31,Weapons Supply,Enabler,Low,City_6,378;317,Weapons Supply operation led by Enabler
618,324,2021-11-29,Coordination,Broker,High,City_7,324;307;88;22,Coordination operation led by Broker
619,110,2020-03-02,Resource Distribution,Broker,Medium,City_4,110;131,Resource Distribution operation led by Broker
620,220,2020-12-21,Weapons Supply,Enabler,Severe,City_5,220;228;147;121,Weapons Supply operation led by Enabler
621,292,2020-08-18,Collection,Peripheral,High,City_10,292;19,Collection operation led by Peripheral
622,134,2022-01-05,Collection,Peripheral,Medium,City_2,134;77;195;167;68,Collection operation led by Peripheral
623,37,2023-11-04,Drug Trafficking,Enabler,Medium,City_3,37;173;213;72,Drug Trafficking operation led by Enabler
624,290,2023-05-29,Strategic Planning,Coordinator,High,City_4,290;210,Strategic Planning operation led by Coordinator
625,59,2023-04-23,Coordination,Broker,Low,City_7,59;317,Coordination operation led by Broker
626,348,2023-06-24,Strategic Planning,Coordinator,Medium,City_8,348;16;367,Strategic Planning operation led by Coordinator
627,176,2020-02-03,Coordination,Broker,High,City_2,176;173,Coordination operation led by Broker
628,219,2021-04-21,Logistics,Enabler,Low,City_10,219;67;396;316,Logistics operation led by Enabler
629,86,2022-09-16,Resource Distribution,Broker,Severe,City_3,86;28;38;119;365,Resource Distribution operation led by Broker
630,5,2022-01-19,Robbery,Peripheral,Low,City_8,5;303;312;84,Robbery operation led by Peripheral
631,179,2023-10-08,Weapons Supply,Enabler,High,City_4,179;318,Weapons Supply operation led by Enabler
632,347,2023-03-29,Logistics,Enabler,Medium,City_3,347;142;240;214,Logistics operation led by Enabler
633,209,2022-02-06,Weapons Supply,Enabler,Medium,City_4,209;205,Weapons Supply operation led by Enabler
634,233,2021-10-02,Territory Control,Coordinator,Severe,City_4,233;338;175;52,Territory Control operation led by Coordinator
635,86,2022-02-11,Resource Distribution,Broker,Medium,City_3,86;210;183;72,Resource Distribution operation led by Broker
636,354,2022-06-27,Robbery,Peripheral,Low,City_10,354;39;330,Robbery operation led by Peripheral
637,252,2021-11-21,Resource Distribution,Broker,High,City_3,252;354,Resource Distribution operation led by Broker
638,148,2024-03-27,Resource Distribution,Broker,Severe,City_9,148;303;144,Resource Distribution operation led by Broker
639,287,2022-06-13,Weapons Supply,Enabler,High,City_8,287;122;144,Weapons Supply operation led by Enabler
640,224,2021-10-05,Territory Control,Coordinator,Severe,City_6,224;104;1;219;363,Territory Control operation led by Coordinator
641,331,2024-08-27,Collection,Peripheral,Low,City_10,331;28;225;338;183,Collection operation led by Peripheral
642,76,2022-05-02,Intimidation,Peripheral,Low,City_3,76;198,Intimidation operation led by Peripheral
643,348,2021-06-16,Money Laundering,Coordinator,High,City_2,348;65,Money Laundering operation led by Coordinator
644,242,2023-08-27,Extortion,Broker,Severe,City_5,242;241;109;316;175,Extortion operation led by Broker
645,111,2022-06-18,Intimidation,Peripheral,High,City_2,111;270;256;140,Intimidation operation led by Peripheral
646,399,2024-01-29,Corruption,Coordinator,Severe,City_10,399;287;280,Corruption operation led by Coordinator
647,354,2020-05-03,Robbery,Peripheral,Severe,City_7,354;326;281;198;386,Robbery operation led by Peripheral
648,388,2022-12-23,Collection,Peripheral,Low,City_6,388;124;234;276,Collection operation led by Peripheral
649,294,2024-05-27,Corruption,Coordinator,High,City_9,294;248;144;188;338,Corruption operation led by Coordinator
650,158,2022-10-01,Territory Control,Coordinator,Medium,City_3,158;391;365;211,Territory Control operation led by Coordinator
651,66,2024-07-17,Money Laundering,Coordinator,High,City_10,66;367,Money Laundering operation led by Coordinator
652,152,2024-01-02,Corruption,Coordinator,High,City_6,152;110;389;180;370,Corruption operation led by Coordinator
653,104,2024-02-24,Document Forgery,Enabler,Low,City_3,104;380;127;384;305,Document Forgery operation led by Enabler
654,358,2023-08-03,Document Forgery,Enabler,Medium,City_10,358;321;203;339;349,Document Forgery operation led by Enabler
655,12,2022-03-27,Illegal Contracts,Broker,High,City_1,12;309;64,Illegal Contracts operation led by Broker
656,33,2023-01-27,Resource Distribution,Broker,Medium,City_2,33;393;47,Resource Distribution operation led by Broker
657,13,2022-08-19,Arson,Peripheral,High,City_8,13;284;133,Arson operation led by Peripheral
658,85,2024-06-24,Strategic Planning,Coordinator,High,City_3,85;117;144;3,Strategic Planning operation led by Coordinator
659,126,2022-06-16,Robbery,Peripheral,Low,City_4,126;289,Robbery operation led by Peripheral
660,296,2022-09-29,Illegal Contracts,Broker,High,City_4,296;95;375;163,Illegal Contracts operation led by Broker
661,100,2021-04-13,Extortion,Broker,High,City_3,100;134;146;73;174,Extortion operation led by Broker
662,396,2024-01-24,Resource Distribution,Broker,Severe,City_5,396;157;351;108;225,Resource Distribution operation led by Broker
663,329,2020-01-07,Robbery,Peripheral,Severe,City_7,329;318;54,Robbery operation led by Peripheral
664,162,2024-08-04,Logistics,Enabler,Medium,City_1,162;58;240;228;269,Logistics operation led by Enabler
665,143,2020-07-13,Collection,Peripheral,High,City_2,143;337;206;280;187,Collection operation led by Peripheral
666,234,2021-11-11,Document Forgery,Enabler,Low,City_10,234;86;377,Document Forgery operation led by Enabler
667,374,2021-06-02,Money Laundering,Coordinator,Medium,City_6,374;72;209;210;324,Money Laundering operation led by Coordinator
668,343,2021-01-08,Intimidation,Peripheral,Severe,City_5,343;192;68;84;333,Intimidation operation led by Peripheral
669,388,2022-08-09,Intimidation,Peripheral,High,City_4,388;7;281;119;42,Intimidation operation led by Peripheral
670,223,2022-12-17,Robbery,Peripheral,Medium,City_10,223;322;397;70,Robbery operation led by Peripheral
671,245,2021-03-25,Document Forgery,Enabler,Low,City_10,245;21;304;64,Document Forgery operation led by Enabler
672,338,2023-07-20,Document Forgery,Enabler,Severe,City_3,338;305,Document Forgery operation led by Enabler
673,41,2020-05-21,Resource Distribution,Broker,High,City_2,41;248;293,Resource Distribution operation led by Broker
674,280,2022-12-15,Logistics,Enabler,Medium,City_2,280;326;94,Logistics operation led by Enabler
675,143,2020-02-12,Arson,Peripheral,Low,City_5,143;124;79;49;240,Arson operation led by Peripheral
676,14,2022-01-09,Coordination,Broker,Medium,City_8,14;85,Coordination operation led by Broker
677,52,2021-11-25,Extortion,Broker,High,City_7,52;324;26;89,Extortion operation led by Broker
678,239,2021-02-10,Illegal Contracts,Broker,Medium,City_9,239;51,Illegal Contracts operation led by Broker
679,62,2024-07-23,Collection,Peripheral,Medium,City_7,62;365;301;63,Collection operation led by Peripheral
680,72,2023-03-31,Extortion,Broker,Medium,City_2,72;335,Extortion operation led by Broker
681,72,2022-03-17,Illegal Contracts,Broker,Severe,City_2,72;98,Illegal Contracts operation led by Broker
682,390,2020-09-18,Drug Trafficking,Enabler,Severe,City_8,390;266;363;117;371,Drug Trafficking operation led by Enabler
683,325,2024-10-01,Robbery,Peripheral,High,City_9,325;6;99;265,Robbery operation led by Peripheral
684,81,2022-02-15,Strategic Planning,Coordinator,High,City_5,81;248;132,Strategic Planning operation led by Coordinator
685,274,2020-07-18,Collection,Peripheral,Low,City_3,274;330,Collection operation led by Peripheral
686,134,2021-05-13,Collection,Peripheral,Medium,City_1,134;386;157;319,Collection operation led by Peripheral
687,156,2020-08-26,Extortion,Broker,Severe,City_2,156;134;397;58,Extortion operation led by Broker
688,153,2023-04-17,Resource Distribution,Broker,High,City_10,153;282,Resource Distribution operation led by Broker
689,81,2024-01-26,Strategic Planning,Coordinator,High,City_7,81;287;263;363;91,Strategic Planning operation led by Coordinator
690,73,2022-02-06,Territory Control,Coordinator,Severe,City_5,73;185;381;267,Territory Control operation led by Coordinator
691,285,2021-10-23,Arson,Peripheral,Severe,City_3,285;338;246,Arson operation led by Peripheral
692,188,2021-01-12,Corruption,Coordinator,Low,City_10,188;2,Corruption operation led by Coordinator
693,226,2024-02-28,Collection,Peripheral,Severe,City_7,226;260;353;214,Collection operation led by Peripheral
694,131,2023-08-28,Weapons Supply,Enabler,Medium,City_5,131;173;247;190;67,Weapons Supply operation led by Enabler
695,110,2022-01-17,Coordination,Broker,Severe,City_10,110;217,Coordination operation led by Broker
696,293,2023-07-30,Robbery,Peripheral,Low,City_5,293;58;201;320;19,Robbery operation led by Peripheral
697,220,2022-05-11,Weapons Supply,Enabler,High,City_4,220;285;292;360;397,Weapons Supply operation led by Enabler
698,394,2023-09-19,Collection,Peripheral,High,City_9,394;278;22;174,Collection operation led by Peripheral
699,179,2021-01-13,Document Forgery,Enabler,High,City_10,179;19;79;184;266,Document Forgery operation led by Enabler
700,24,2021-08-30,Collection,Peripheral,Low,City_7,24;135;323;318;287,Collection operation led by Peripheral
701,337,2020-12-09,Robbery,Peripheral,Low,City_2,337;115,Robbery operation led by Peripheral
702,37,2020-04-10,Document Forgery,Enabler,Low,City_9,37;28;70,Document Forgery operation led by Enabler
703,98,2022-10-29,Intimidation,Peripheral,Low,City_1,98;232;352;255;140,Intimidation operation led by Peripheral
704,110,2022-09-01,Coordination,Broker,Severe,City_6,110;311,Coordination operation led by Broker
705,373,2023-12-30,Robbery,Peripheral,Low,City_3,373;295;301,Robbery operation led by Peripheral
706,154,2024-01-25,Robbery,Peripheral,Low,City_9,154;286;186;236,Robbery operation led by Peripheral
707,378,2020-05-31,Document Forgery,Enabler,Severe,City_1,378;372;187;229;324,Document Forgery operation led by Enabler
708,139,2023-04-30,Illegal Contracts,Broker,High,City_2,139;7;297,Illegal Contracts operation led by Broker
709,11,2021-05-24,Collection,Peripheral,Medium,City_5,11;127,Collection operation led by Peripheral
710,188,2024-02-10,Money Laundering,Coordinator,High,City_7,188;374;61;41;324,Money Laundering operation led by Coordinator
711,381,2024-09-17,Weapons Supply,Enabler,Low,City_2,381;200;245,Weapons Supply operation led by Enabler
712,176,2020-08-17,Extortion,Broker,High,City_5,176;172;227;12;305,Extortion operation led by Broker
713,81,2023-04-20,Strategic Planning,Coordinator,Severe,City_9,81;290;351;197,Strategic Planning operation led by Coordinator
714,88,2022-02-24,Intimidation,Peripheral,Low,City_9,88;144;190;326,Intimidation operation led by Peripheral
715,36,2021-11-19,Document Forgery,Enabler,Severe,City_1,36;302;57,Document Forgery operation led by Enabler
716,155,2023-02-16,Intimidation,Peripheral,High,City_4,155;170,Intimidation operation led by Peripheral
717,101,2024-06-24,Logistics,Enabler,Medium,City_8,101;28;7,Logistics operation led by Enabler
718,195,2023-07-09,Logistics,Enabler,Medium,City_10,195;170;115,Logistics operation led by Enabler
719,124,2024-04-01,Intimidation,Peripheral,Severe,City_8,124;147;192;60,Intimidation operation led by Peripheral
720,152,2023-08-26,Strategic Planning,Coordinator,Medium,City_10,152;209;378;307;15,Strategic Planning operation led by Coordinator
721,197,2021-12-10,Illegal Contracts,Broker,Severe,City_8,197;365;86;100,Illegal Contracts operation led by Broker
722,240,2023-10-29,Arson,Peripheral,High,City_1,240;306;392;283,Arson operation led by Peripheral
723,272,2021-01-20,Intimidation,Peripheral,Severe,City_7,272;225;285;282,Intimidation operation led by Peripheral
724,328,2020-08-19,Extortion,Broker,High,City_5,328;386;388;3,Extortion operation led by Broker
725,380,2024-11-07,Weapons Supply,Enabler,High,City_1,380;155;41;335;43,Weapons Supply operation led by Enabler
726,176,2023-04-06,Illegal Contracts,Broker,Severe,City_9,176;213;264,Illegal Contracts operation led by Broker
727,78,2024-04-23,Robbery,Peripheral,High,City_10,78;266,Robbery operation led by Peripheral
728,242,2022-12-16,Resource Distribution,Broker,Severe,City_2,242;48,Resource Distribution operation led by Broker
729,140,2023-08-10,Document Forgery,Enabler,Medium,City_4,140;71,Document Forgery operation led by Enabler
730,247,2024-03-25,Weapons Supply,Enabler,High,City_9,247;258;316,Weapons Supply operation led by Enabler
731,75,2021-05-22,Collection,Peripheral,Severe,City_4,75;369;256,Collection operation led by Peripheral
732,188,2021-07-22,Territory Control,Coordinator,High,City_8,188;14;377,Territory Control operation led by Coordinator
733,123,2022-10-30,Document Forgery,Enabler,Low,City_5,123;310;181;147;173,Document Forgery operation led by Enabler
734,27,2022-07-29,Document Forgery,Enabler,High,City_5,27;171;41;299,Document Forgery operation led by Enabler
735,385,2022-10-11,Collection,Peripheral,Medium,City_7,385;138;63;336,Collection operation led by Peripheral
736,370,2021-04-17,Coordination,Broker,High,City_5,370;72;47;303,Coordination operation led by Broker
737,213,2020-11-30,Document Forgery,Enabler,Medium,City_6,213;322;204,Document Forgery operation led by Enabler
738,280,2022-02-20,Weapons Supply,Enabler,Severe,City_7,280;114;242;256;144,Weapons Supply operation led by Enabler
739,138,2022-11-14,Arson,Peripheral,Low,City_7,138;35;308,Arson operation led by Peripheral
740,374,2023-05-06,Corruption,Coordinator,Severe,City_7,374;36;346;359,Corruption operation led by Coordinator
741,136,2023-06-01,Drug Trafficking,Enabler,Severe,City_1,136;18;339;259,Drug Trafficking operation led by Enabler
742,175,2022-05-12,Extortion,Broker,High,City_2,175;217,Extortion operation led by Broker
743,97,2021-05-16,Resource Distribution,Broker,Severe,City_5,97;262;93;75,Resource Distribution operation led by Broker
744,249,2021-06-19,Logistics,Enabler,Severe,City_4,249;65;71,Logistics operation led by Enabler
745,317,2023-04-06,Robbery,Peripheral,Medium,City_2,317;62;130;237;335,Robbery operation led by Peripheral
746,110,2020-12-30,Coordination,Broker,Severe,City_10,110;86;290,Coordination operation led by Broker
747,204,2023-02-02,Document Forgery,Enabler,Medium,City_9,204;320;338;12,Document Forgery operation led by Enabler
748,37,2024-05-29,Drug Trafficking,Enabler,Severe,City_1,37;384;36;394;161,Drug Trafficking operation led by Enabler
749,207,2024-09-16,Corruption,Coordinator,High,City_5,207;84;153;348,Corruption operation led by Coordinator
750,176,2022-03-01,Resource Distribution,Broker,High,City_9,176;141;181;364,Resource Distribution operation led by Broker
751,300,2020-11-28,Extortion,Broker,Low,City_7,300;114;348;40,Extortion operation led by Broker
752,201,2020-03-16,Arson,Peripheral,High,City_4,201;131;84;193;28,Arson operation led by Peripheral
753,203,2023-03-06,Robbery,Peripheral,Low,City_5,203;101;364;226;279,Robbery operation led by Peripheral
754,298,2020-01-12,Extortion,Broker,Medium,City_10,298;168;208,Extortion operation led by Broker
755,361,2020-01-05,Collection,Peripheral,Severe,City_9,361;102;245;90;37,Collection operation led by Peripheral
756,249,2024-05-14,Weapons Supply,Enabler,Severe,City_9,249;284;312;217,Weapons Supply operation led by Enabler
757,39,2022-06-11,Robbery,Peripheral,High,City_6,39;54;217;84;394,Robbery operation led by Peripheral
758,120,2021-06-13,Intimidation,Peripheral,Low,City_7,120;378,Intimidation operation led by Peripheral
759,77,2021-02-27,Weapons Supply,Enabler,Severe,City_4,77;324,Weapons Supply operation led by Enabler
760,3,2023-02-18,Territory Control,Coordinator,Low,City_7,3;283;86,Territory Control operation led by Coordinator
761,283,2024-08-11,Drug Trafficking,Enabler,High,City_6,283;252;210,Drug Trafficking operation led by Enabler
762,223,2023-11-02,Collection,Peripheral,Low,City_3,223;145;238,Collection operation led by Peripheral
763,118,2022-05-27,Robbery,Peripheral,Low,City_5,118;287;251;386,Robbery operation led by Peripheral
764,66,2020-10-06,Territory Control,Coordinator,High,City_10,66;391;151;79;367,Territory Control operation led by Coordinator
765,381,2024-08-14,Logistics,Enabler,Low,City_9,381;251;368;372,Logistics operation led by Enabler
766,93,2020-01-04,Document Forgery,Enabler,High,City_1,93;390,Document Forgery operation led by Enabler
767,132,2024-09-05,Coordination,Broker,Severe,City_4,132;177;286;92;65,Coordination operation led by Broker
768,152,2023-12-20,Strategic Planning,Coordinator,Low,City_7,152;82;151,Strategic Planning operation led by Coordinator
769,296,2024-05-26,Extortion,Broker,Low,City_9,296;394;374;232;267,Extortion operation led by Broker
770,80,2023-09-27,Document Forgery,Enabler,Medium,City_5,80;381;40,Document Forgery operation led by Enabler
771,64,2023-04-29,Resource Distribution,Broker,Low,City_4,64;170;248,Resource Distribution operation led by Broker
772,295,2021-04-16,Logistics,Enabler,Medium,City_3,295;213;184;120;292,Logistics operation led by Enabler
773,31,2024-10-26,Resource Distribution,Broker,High,City_10,31;96;205;165,Resource Distribution operation led by Broker
774,247,2023-10-24,Document Forgery,Enabler,Severe,City_1,247;277;214;266,Document Forgery operation led by Enabler
775,260,2023-10-14,Robbery,Peripheral,High,City_5,260;134,Robbery operation led by Peripheral
776,152,2020-11-07,Territory Control,Coordinator,High,City_10,152;359;65;36;153,Territory Control operation led by Coordinator
777,396,2022-02-23,Coordination,Broker,Severe,City_3,396;80;211,Coordination operation led by Broker
778,389,2022-03-13,Money Laundering,Coordinator,Medium,City_8,389;37,Money Laundering operation led by Coordinator
779,66,2023-01-31,Territory Control,Coordinator,Medium,City_5,66;242,Territory Control operation led by Coordinator
780,221,2020-02-10,Resource Distribution,Broker,Low,City_2,221;180,Resource Distribution operation led by Broker
781,130,2022-01-19,Arson,Peripheral,Low,City_3,130;303,Arson operation led by Peripheral
782,265,2020-11-30,Drug Trafficking,Enabler,Medium,City_6,265;84;383;178,Drug Trafficking operation led by Enabler
783,263,2024-11-11,Strategic Planning,Coordinator,Severe,City_8,263;104,Strategic Planning operation led by Coordinator
784,209,2022-02-21,Weapons Supply,Enabler,High,City_9,209;394,Weapons Supply operation led by Enabler
785,3,2021-02-12,Corruption,Coordinator,Severe,City_5,3;239;153;378;50,Corruption operation led by Coordinator
786,221,2020-03-15,Resource Distribution,Broker,Severe,City_4,221;290;261;313;81,Resource Distribution operation led by Broker
787,229,2023-03-01,Collection,Peripheral,Medium,City_1,229;154;331,Collection operation led by Peripheral
788,263,2021-02-20,Strategic Planning,Coordinator,Severe,City_8,263;151;233;307;185,Strategic Planning operation led by Coordinator
789,140,2020-04-29,Weapons Supply,Enabler,Low,City_8,140;288,Weapons Supply operation led by Enabler
790,99,2024-05-02,Intimidation,Peripheral,Low,City_7,99;237;131;271;354,Intimidation operation led by Peripheral
791,45,2024-06-28,Collection,Peripheral,Low,City_7,45;124;75;145;222,Collection operation led by Peripheral
792,86,2021-02-20,Coordination,Broker,Low,City_4,86;313;269;312,Coordination operation led by Broker
793,346,2020-11-06,Resource Distribution,Broker,Medium,City_6,346;90,Resource Distribution operation led by Broker
794,144,2023-03-27,Drug Trafficking,Enabler,Low,City_10,144;365;334,Drug Trafficking operation led by Enabler
795,389,2021-11-23,Strategic Planning,Coordinator,Low,City_5,389;253;280;195,Strategic Planning operation led by Coordinator
796,167,2020-02-04,Intimidation,Peripheral,Medium,City_7,167;251,Intimidation operation led by Peripheral
797,138,2024-08-13,Collection,Peripheral,Medium,City_8,138;205;292;394,Collection operation led by Peripheral
798,47,2021-11-23,Arson,Peripheral,Low,City_3,47;11,Arson operation led by Peripheral
799,231,2022-05-02,Collection,Peripheral,Medium,City_1,231;177;333;17,Collection operation led by Peripheral
800,85,2022-06-21,Money Laundering,Coordinator,Medium,City_8,85;77,Money Laundering operation led by Coordinator
801,305,2021-04-06,Illegal Contracts,Broker,Low,City_9,305;30;389;398,Illegal Contracts operation led by Broker
802,31,2020-06-15,Extortion,Broker,Low,City_6,31;305,Extortion operation led by Broker
803,100,2021-04-15,Coordination,Broker,Severe,City_8,100;129;335;338;6,Coordination operation led by Broker
804,125,2024-06-25,Robbery,Peripheral,Severe,City_4,125;274;112;21;365,Robbery operation led by Peripheral
805,1,2021-01-14,Illegal Contracts,Broker,Severe,City_9,1;170;45,Illegal Contracts operation led by Broker
806,245,2021-12-22,Document Forgery,Enabler,High,City_3,245;106,Document Forgery operation led by Enabler
807,195,2024-03-13,Drug Trafficking,Enabler,High,City_4,195;11;129,Drug Trafficking operation led by Enabler
808,138,2021-11-01,Robbery,Peripheral,Medium,City_7,138;269;222;378;71,Robbery operation led by Peripheral
809,305,2021-12-24,Resource Distribution,Broker,Low,City_10,305;376;330;363;215,Resource Distribution operation led by Broker
810,118,2021-04-21,Arson,Peripheral,Low,City_4,118;384,Arson operation led by Peripheral
811,365,2020-09-01,Drug Trafficking,Enabler,Low,City_3,365;109;93;38;19,Drug Trafficking operation led by Enabler
812,344,2022-04-14,Intimidation,Peripheral,Low,City_2,344;243;76,Intimidation operation led by Peripheral
813,31,2020-05-14,Resource Distribution,Broker,High,City_2,31;258;180,Resource Distribution operation led by Broker
814,304,2021-08-15,Arson,Peripheral,Low,City_8,304;190,Arson operation led by Peripheral
815,152,2020-01-02,Money Laundering,Coordinator,High,City_9,152;117;378,Money Laundering operation led by Coordinator
